title,url,platform,score,genre,editors_choice,release_year
ZombiU,/games/zombi-u/wii-u-135661,Wii U,6.3,Shooter,N,2012
Grand Theft Auto: Vice City,/games/grand-theft-aut-vice-city/iphone-146059,iPhone,7.7,"Action, Adventure",N,2012
Street Fighter X Mega Man,/games/street-fighter-x-mega-man/pc-149856,PC,7,Action,N,2012
Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/vita-133506,PlayStation Vita,7,"Racing, Action",N,2012
Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/3ds-133507,Nintendo 3DS,7,"Racing, Action",N,2012
The Sims 3: Seasons,/games/the-sims-3-seasons/pc-138921,PC,7.5,Simulation,N,2012
Tank! Tank! Tank!,/games/tank-tank-tank/wii-u-135735,Wii U,5.8,Action,N,2012
Guardians of Middle-earth,/games/guardians-of-middle-earth/xbox-360-135298,Xbox 360,7.5,Battle,N,2012
Ratchet & Clank: Full Frontal Assault,/games/ratchet-and-clank-full-frontal-assault/ps3-135296,PlayStation 3,6.4,Action,N,2012
Page Chronica,/games/page-chronica/ps3-145412,PlayStation 3,4.1,Puzzle,N,2012
Hitman: Absolution,/games/hitman-absolution/pc-14251574,PC,9,Action,Y,2012
Batman: Arkham City -- Armored Edition,/games/batman-arkham-city/wii-u-110822,Wii U,9.5,Action,Y,2012
Disney Epic Mickey 2: The Power of Two,/games/disney-epic-mickey-2-the-power-of-two/ps3-125841,PlayStation 3,6,"Action, Adventure",N,2012
Disney Epic Mickey 2: The Power of Two,/games/disney-epic-mickey-2-the-power-of-two/xbox-360-125840,Xbox 360,6,"Action, Adventure",N,2012
Darksiders II,/games/darksiders-2/wii-u-110809,Wii U,7.5,Action,N,2012
Scribblenauts Unlimited,/games/scribblenauts-unlimited/wii-u-135731,Wii U,8.8,"Puzzle, Action",Y,2012
Call of Duty: Black Ops Declassified,/games/call-of-duty-black-ops-declassified/vita-98928,PlayStation Vita,4,Shooter,N,2012
Fallen Enchantress,/games/elemental-fallen-enchantress/pc-101961,PC,7.9,Strategy,N,2012
Guns of Icarus Online,/games/guns-of-icarus-online/pc-115437,PC,7.3,Shooter,N,2012
Miner Wars 2081,/games/miner-wars-2081/pc-21143,PC,5,Shooter,N,2012
Guardians of Middle-earth,/games/guardians-of-middle-earth/ps3-135301,PlayStation 3,7.5,Battle,N,2012
The Elder Scrolls V: Skyrim -- Dragonborn,/games/the-elder-scrolls-v-skyrim-dragonborn/xbox-360-146422,Xbox 360,8.8,RPG,N,2012
Baldur's Gate -- Enhanced Edition,/games/baldurs-gate-enhanced-edition/ipad-130702,iPad,6,RPG,N,2012
Black Knight Sword,/games/black-knight-sword/xbox-360-115069,Xbox 360,6.9,"Puzzle, Adventure",N,2012
Black Knight Sword,/games/black-knight-sword/ps3-115068,PlayStation 3,6.9,"Puzzle, Adventure",N,2012
The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/xbox-360-100888,Xbox 360,9.3,Adventure,Y,2012
Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/xbox-360-133505,Xbox 360,8.6,"Racing, Action",N,2012
New Super Mario Bros. U,/games/new-super-mario-bros-u/wii-u-135584,Wii U,9.1,Platformer,Y,2012
Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/ps3-133498,PlayStation 3,8.6,"Racing, Action",N,2012
Nintendo Land,/games/nintendo-land/wii-u-135744,Wii U,8.7,Party,Y,2012
ARC Squadron,/games/arc-squadron-145523/iphone-145520,iPhone,7.3,"Flight, Action",N,2012
Ninja Gaiden III: Razor's Edge,/games/ninja-gaiden-iii-razors-edge/wii-u-110811,Wii U,7.6,Action,N,2012
The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/ps3-100887,PlayStation 3,9.3,Adventure,Y,2012
The Walking Dead -- Game of the Year Edition,/games/the-walking-dead-game-of-the-year-edition/pc-20008044,PC,9.3,Adventure,Y,2012
The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/iphone-150119,iPhone,9.3,Adventure,Y,2012
Real Boxing,/games/real-boxing-147889/iphone-147888,iPhone,7.6,Sports,N,2012
Baldur's Gate -- Enhanced Edition,/games/baldurs-gate-enhanced-edition/pc-130328,PC,8.1,RPG,N,2012
Crashmo,/games/crashmo/3ds-144426,Nintendo 3DS,9.5,"Puzzle, Action",Y,2012
PlanetSide 2,/games/planetside-2/pc-14242769,PC,9,Shooter,Y,2012
Disney Epic Mickey 2: The Power of Two,/games/disney-epic-mickey-2-the-power-of-two/wii-u-142951,Wii U,6,"Action, Adventure",N,2012
The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/pc-100880,PC,9.3,Adventure,Y,2012
The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/mac-100885,Macintosh,9.3,Adventure,Y,2012
Strike Suit Zero,/games/strike-suit-zero/pc-115112,PC,7.5,Shooter,N,2013
Final Fantasy: All The Bravest,/games/final-fantasy-all-the-bravest-156962/iphone-156958,iPhone,2.5,RPG,N,2013
Tokyo Crash Mobs,/games/tokyo-crash-mobs/3ds-144441,Nintendo 3DS,7.7,"Puzzle, Action",N,2013
Ni no Kuni: Wrath of the White Witch,/games/ni-no-kuni/ps3-14284017,PlayStation 3,9.4,RPG,Y,2013
Marvel's The Avengers: Battle For Earth,/games/marvels-the-avengers-battle-for-earth/wii-u-134289,Wii U,5,Action,N,2013
Borderlands 2: Sir Hammerlock's Big Game Hunt,/games/borderlands-2-hammerlocks-big-game-hunt/xbox-360-150509,Xbox 360,6.9,"Shooter, RPG",N,2013
Assassin's Creed III,/games/assassins-creed-iii/pc-119437,PC,8.6,"Action, Adventure",Y,2012
Chasing Aurora,/games/chasing-aurora/wii-u-135575,Wii U,6,Action,N,2012
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?,/games/adventure-time-hey-ice-king-whyd-you-steal-our-garbage/3ds-135984,Nintendo 3DS,8.5,Adventure,Y,2012
Madden NFL 13,/games/madden-nfl-2013/wii-128099,Wii,8.3,Sports,N,2012
Warriors Orochi 3 Hyper,/games/warriors-orochi-3-hyper/wii-u-142961,Wii U,7,Action,N,2012
Transformers Prime,/games/transformers-prime/wii-u-136308,Wii U,7.8,Action,N,2012
Skylanders Battlegrounds,/games/skylanders-battlegrounds/iphone-146163,iPhone,6.6,Action,N,2012
Rage of the Gladiator,/games/rage-of-the-gladiator-2010/iphone-146969,iPhone,7.6,Action,N,2012
FIFA Soccer 13,/games/fifa-2013/wii-u-136146,Wii U,6,Sports,N,2012
Family Guy: Back to the Multiverse,/games/family-guy-back-to-the-multiverse/xbox-360-133934,Xbox 360,6,Adventure,N,2012
Family Guy: Back to the Multiverse,/games/family-guy-back-to-the-multiverse/ps3-133931,PlayStation 3,6,Adventure,N,2012
Little Inferno,/games/little-inferno/pc-136966,PC,5,Puzzle,N,2012
Little Inferno,/games/little-inferno/wii-u-137620,Wii U,5,Puzzle,N,2012
The Walking Dead -- Game of the Year Edition,/games/the-walking-dead-game-of-the-year-edition/ps3-20008043,PlayStation 3,9.3,Adventure,Y,2012
The Walking Dead -- Game of the Year Edition,/games/the-walking-dead-game-of-the-year-edition/xbox-360-20008042,Xbox 360,9.3,Adventure,Y,2012
The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/ipad-100886,iPad,9.3,Adventure,Y,2012
Minigore 2: Zombies,/games/minigore-2-zombies/iphone-149695,iPhone,9.1,Shooter,Y,2012
Jet Set Radio,/games/jet-set-radio/iphone-138175,iPhone,5.6,Action,N,2012
Forge,/games/forge/pc-136254,PC,7,Shooter,N,2012
Nancy Drew: The Deadly Device,/games/nancy-drew-the-deadly-device/pc-145847,PC,6.8,Adventure,N,2012
Into the Dead,/games/into-the-dead/iphone-149569,iPhone,7,Action,N,2012
Just Dance 4,/games/just-dance-4/wii-u-135665,Wii U,5.3,Music,N,2012
Borderlands 2: Sir Hammerlock's Big Game Hunt,/games/borderlands-2-hammerlocks-big-game-hunt/pc-150514,PC,6.9,"Shooter, RPG",N,2013
Borderlands 2: Sir Hammerlock's Big Game Hunt,/games/borderlands-2-hammerlocks-big-game-hunt/ps3-150510,PlayStation 3,6.9,"Shooter, RPG",N,2013
DmC: Devil May Cry,/games/dmc/pc-134823,PC,8.9,Action,Y,2013
Unchained Blades,/games/unchained-blades/3ds-101274,Nintendo 3DS,8,RPG,N,2013
DmC: Devil May Cry,/games/dmc/ps3-85707,PlayStation 3,8.5,Action,Y,2013
The Earth Defense Force 2017 Portable,/games/the-earth-defense-force-2017/vita-137197,PlayStation Vita,7.5,Action,N,2013
007 Legends,/games/007-legends/wii-u-142949,Wii U,4.2,Action,N,2013
Wraithborne,/games/wraithborne/iphone-146959,iPhone,5.2,Action,N,2012
Persona 4 Golden,/games/shin-megami-tensei-persona-4/vita-116892,PlayStation Vita,9.3,RPG,Y,2012
Call of Duty: Black Ops II,/games/call-of-duty-black-ops-ii/wii-u-136081,Wii U,9.3,Shooter,Y,2012
Rabbids Land,/games/rayman-raving-rabbids-for-wii-u/wii-u-110845,Wii U,5,Party,N,2012
Tekken Tag Tournament 2: Wii U Edition,/games/tekken-tag-tournament-2/wii-u-110807,Wii U,7.5,Fighting,N,2012
Far Cry 3,/games/far-cry-3/pc-53492,PC,9,Shooter,Y,2012
Madden NFL 13,/games/madden-nfl-2013/wii-u-110858,Wii U,8.3,Sports,N,2012
Far Cry 3,/games/far-cry-3/ps3-53488,PlayStation 3,9,Shooter,Y,2012
Little Inferno,/games/little-inferno/mac-137618,Macintosh,5,Puzzle,N,2012
Little Inferno,/games/little-inferno/ipad-162572,iPad,5,Puzzle,N,2012
Little Inferno,/games/little-inferno/linux-137619,Linux,5,Puzzle,N,2012
Little Inferno,/games/little-inferno/iphone-159505,iPhone,5,Puzzle,N,2012
Little Chomp,/games/little-chomp/iphone-148128,iPhone,8,Action,N,2012
Trine 2: Director's Cut,/games/trine-2/wii-u-135737,Wii U,9,Action,Y,2012
LEGO The Lord of the Rings [Portable],/games/lego-the-lord-of-the-rings-portable/3ds-135997,Nintendo 3DS,3.8,"Action, Adventure",N,2012
LEGO The Lord of the Rings [Portable],/games/lego-the-lord-of-the-rings-portable/vita-140079,PlayStation Vita,3.8,"Action, Adventure",N,2012
LEGO The Lord of the Rings,/games/lego-the-lord-of-the-rings/xbox-360-135464,Xbox 360,6.8,"Action, Adventure",N,2012
Writer Rumble,/games/writer-rumble/iphone-149247,iPhone,8.2,"Puzzle, Word Game",N,2012
Mass Effect,/games/mass-effect/ps3-143827,PlayStation 3,9,RPG,Y,2012
Guilty Gear XX Accent Core Plus,/games/guilty-gear-xx-accent-core-plus/xbox-360-128867,Xbox 360,8.3,Fighting,N,2012
Guilty Gear XX Accent Core Plus,/games/guilty-gear-xx-accent-core-plus/ps3-128866,PlayStation 3,8.3,Fighting,N,2012
Uncharted: Fight For Fortune,/games/uncharted-fight-for-fortune/vita-146817,PlayStation Vita,7,"Card, Battle",N,2012
Modern Combat 4: Zero Hour,/games/modern-combat-4-zero-hour/iphone-143811,iPhone,7.8,Shooter,N,2012
Wonderbook: Book  of Spells,/games/book-of-spells/ps3-135683,PlayStation 3,6,"Simulation, Adventure",N,2012
Rift: Storm Legion,/games/rift-storm-legion/pc-135457,PC,8.3,RPG,N,2012
Joe Danger,/games/joe-danger-touch/iphone-136836,iPhone,9.1,Action,Y,2013
DmC: Devil May Cry,/games/dmc/xbox-360-86431,Xbox 360,8.9,Action,Y,2013
Anarchy Reigns,/games/anarchy-reigns/xbox-360-98770,Xbox 360,5.9,Action,N,2013
Anarchy Reigns,/games/anarchy-reigns/ps3-95396,PlayStation 3,5.9,Action,N,2013
Kentucky Route Zero: Act 1,/games/kentucky-route-zero-154732/pc-115270,PC,8.3,Adventure,N,2013
Primordia,/games/primordia/pc-140042,PC,6.8,Adventure,N,2013
Mutant Mudds,/games/mutant-mudds/iphone-149490,iPhone,9.1,Platformer,Y,2013
Far Cry 3,/games/far-cry-3/xbox-360-53491,Xbox 360,9,Shooter,Y,2012
Mass Effect 3 (Special Edition),/games/mass-effect-3/wii-u-135743,Wii U,9.5,RPG,N,2012
Nano Assault Neo,/games/nano-assault-neo/wii-u-142952,Wii U,9,Shooter,Y,2012
Disney Epic Mickey: Power of Illusion,/games/disney-epic-mickey-power-of-illusion/3ds-130576,Nintendo 3DS,7,"Action, Adventure",N,2012
Assassin's Creed III,/games/assassins-creed-iii/wii-u-110823,Wii U,8.5,"Action, Adventure",N,2012
Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/pc-147951,PC,9.2,"Shooter, RPG",Y,2012
Scribblenauts Unlimited,/games/scribblenauts-unlimited/pc-135828,PC,8.8,"Puzzle, Action",Y,2012
Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/xbox-360-147949,Xbox 360,9.2,"Shooter, RPG",Y,2012
PlayStation All-Stars Battle Royale,/games/playstation-all-stars-battle-royale/vita-135678,PlayStation Vita,8,Fighting,N,2012
Jetpack Joyride,/games/jetpack-joyride/psp-148152,PlayStation Portable,7.4,Platformer,N,2012
LEGO The Lord of the Rings,/games/lego-the-lord-of-the-rings/ps3-135460,PlayStation 3,6.8,"Action, Adventure",N,2012
The Walking Dead: Assault,/games/the-walking-dead-assault/iphone-149294,iPhone,7.5,Adventure,N,2012
Miasmata,/games/miasmata/pc-149038,PC,7.9,Adventure,N,2012
Bladeslinger: Episode 1,/games/bladeslinger/iphone-119042,iPhone,7.2,Action,N,2012
Funky Barn,/games/funky-barn-142959/wii-u-142960,Wii U,5,Simulation,N,2012
ESPN Sports Connection,/games/sports-connection/wii-u-135664,Wii U,3,Sports,N,2012
Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/wii-u-139639,Wii U,8.8,"Racing, Action",N,2012
Infestation: Survivor Stories,/games/the-war-z/pc-138069,PC,3,Action,N,2013
Labyrinth Legends,/games/labyrinth-legends/ps3-148868,PlayStation 3,7.7,RPG,N,2013
Ace of Spades,/games/ace-of-spades-149688/pc-106949,PC,5.9,Shooter,N,2013
Monsters Inc. Run,/games/monsters-inc-run/iphone-150128,iPhone,7.7,Action,N,2013
Pudding Monsters,/games/pudding-monsters/iphone-149492,iPhone,7.3,"Puzzle, Adventure",N,2012
Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/ps3-147950,PlayStation 3,9.2,"Shooter, RPG",Y,2012
PlayStation All-Stars Battle Royale,/games/playstation-all-stars-battle-royale/ps3-123511,PlayStation 3,8,Fighting,N,2012
NBA 2K13,/games/nba-2k13/wii-u-135328,Wii U,9.1,Sports,Y,2012
The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/xbox-360-135886,Xbox 360,9.5,Adventure,Y,2012
NFL Quarterback Club '97,/games/nfl-quarterback-club-97/ps-293,PlayStation,5,Sports,N,1996
Namco Museum Vol. 2,/games/namco-museum-vol-2/ps-730,PlayStation,6,"Action, Compilation",N,1996
Raven Project,/games/raven-project/ps-184,PlayStation,3,Action,N,1996
Silverload,/games/silverload/ps-585,PlayStation,6,Adventure,N,1996
Return Fire,/games/return-fire/ps-172,PlayStation,7,Action,N,1996
Rise 2: Resurrection,/games/rise-2-resurrection/ps-174,PlayStation,2,Fighting,N,1996
Robo Pit,/games/robo-pit/ps-175,PlayStation,6.5,Fighting,N,1996
NBA ShootOut,/games/nba-shootout/ps-163,PlayStation,6,Sports,N,1996
Beyond The Beyond,/games/beyond-the-beyond/ps-450,PlayStation,4,RPG,N,1996
Crash Bandicoot,/games/crash-bandicoot/ps-603,PlayStation,7.5,Platformer,N,1996
Bust-A-Move 2: Arcade Edition,/games/bust-a-move-2-arcade-edition/ps-684,PlayStation,8,Puzzle,N,1996
CyberSpeed,/games/cyberspeed/ps-139,PlayStation,5,Racing,N,1996
D,/games/d/ps-688,PlayStation,7,Adventure,N,1996
Assault Rigs,/games/assault-rigs/ps-134,PlayStation,6,Action,N,1996
ESPN Extreme Games,/games/espn-extreme-games/ps-547,PlayStation,5,Sports,N,1996
Doom (1993),/games/doom/ps-671,PlayStation,7,Shooter,N,1996
Bottom of the 9th,/games/bottom-of-the-9th/ps-110,PlayStation,8,Sports,N,1996
Adidas Power Soccer,/games/adidas-power-soccer/ps-715,PlayStation,7,Sports,N,1996
Agile Warrior F-111X,/games/agile-warrior-f-111x/ps-133,PlayStation,2,Action,N,1996
Alien Trilogy,/games/alien-trilogy/ps-452,PlayStation,8,Action,N,1996
Alone in the Dark: One Eyed Jack's Revenge,/games/alone-in-the-dark-2/ps-677,PlayStation,6,Adventure,N,1996
Fade to Black,/games/fade-to-black/ps-146,PlayStation,7,Adventure,N,1996
Die Hard Trilogy,/games/die-hard-trilogy/ps-447,PlayStation,7.5,Action,N,1996
Discworld,/games/discworld/ps-583,PlayStation,7,Adventure,N,1996
Battle Arena Toshinden 2,/games/battle-arena-toshinden-2/ps-451,PlayStation,6,Fighting,N,1996
A-Train,/games/a-train/ps-670,PlayStation,6,Strategy,N,1996
Casper -- A Haunting 3D Challenge,/games/casper-a-haunting-3d-challenge/ps-438,PlayStation,4,Action,N,1996
Bogey Dead 6,/games/bogey-dead-6/ps-449,PlayStation,6,"Flight, Action",N,1996
Namco Museum Vol. 1,/games/namco-museum-vol-1/ps-702,PlayStation,8,"Action, Compilation",N,1996
Road & Track Presents: The Need for Speed,/games/road-and-track-presents-the-need-for-speed/ps-1864,PlayStation,7,Racing,N,1996
Romance of the Three Kingdoms IV: Wall of Fire,/games/romance-of-the-three-kingdoms-iv-wall-of-fire/ps-478,PlayStation,6,Strategy,N,1996
PGA Tour '96,/games/pga-tour-96/ps-165,PlayStation,7,Sports,N,1996
Rayman,/games/rayman/ps-69,PlayStation,7,Platformer,N,1996
Raiden Project,/games/raiden-project/ps-720,PlayStation,6,Shooter,N,1996
Andretti Racing,/games/andretti-racing/ps-703,PlayStation,8,Racing,N,1996
Discworld,/games/discworld/ps-583,PlayStation,7,Adventure,N,1996
Die Hard Trilogy,/games/die-hard-trilogy/ps-447,PlayStation,7.5,Action,N,1996
Gunship,/games/gunship-23429/ps-280,PlayStation,3,Simulation,N,1996
Olympic Summer Games: Atlanta '96,/games/olympic-summer-games-atlanta-96-808731/ps-551,PlayStation,6,Sports,N,1996
Revolution X,/games/revolution-x/ps-689,PlayStation,1,Action,N,1996
Shockwave Assault,/games/shockwave-assault/ps-679,PlayStation,4,Action,N,1996
HardBall 5,/games/hardball-5/ps-140,PlayStation,4,Sports,N,1996
Twisted Metal [1996],/games/twisted-metal-1996/ps-444,PlayStation,7,Action,N,1996
WipEout XL,/games/wipeout-2097/ps-473,PlayStation,9,Racing,Y,1996
WipEout,/games/wipeout/ps-192,PlayStation,8,Racing,N,1996
Tobal No. 1,/games/tobal-no-1/ps-743,PlayStation,8.7,Fighting,Y,1996
Star Gladiator Episode 1: Final Crusade,/games/star-gladiator-episode-1-final-crusade/ps-461,PlayStation,8,Fighting,N,1996
Starfighter,/games/starfighter/ps-287,PlayStation,7,Action,N,1996
Battle Arena Toshinden,/games/battle-arena-toshinden/ps-716,PlayStation,7,Fighting,N,1996
Destruction Derby,/games/destruction-derby/ps-144,PlayStation,7,"Racing, Action",N,1996
Aquanaut's Holiday,/games/aquanauts-holiday/ps-548,PlayStation,8,Simulation,N,1996
Creature Shock (Special Edition),/games/creature-shock/ps-136,PlayStation,2,Action,N,1996
Air Combat,/games/air-combat/ps-393,PlayStation,7,"Flight, Action",N,1996
Descent,/games/descent-1995/ps-143,PlayStation,7,Action,N,1996
Cyber Sled,/games/cyber-sled/ps-138,PlayStation,5,Action,N,1996
DEFCON 5,/games/defcon-5/ps-142,PlayStation,7,Action,N,1996
The King of Fighters '95,/games/the-king-of-fighters-95/ps-2072,PlayStation,5,Fighting,N,1996
Jumping Flash! 2,/games/jumping-flash-2/ps-577,PlayStation,8,Platformer,N,1996
Epidemic,/games/epidemic/ps-299,PlayStation,4,Action,N,1996
Philosoma,/games/philosoma/ps-166,PlayStation,5,Action,N,1996
NBA In the Zone,/games/nba-in-the-zone-36223/ps-164,PlayStation,5,Sports,N,1996
Magic Carpet,/games/magic-carpet/ps-159,PlayStation,7.5,Action,N,1996
Power Serve 3D Tennis,/games/power-serve-3d-tennis/ps-167,PlayStation,2,Sports,N,1996
Resident Evil [1996],/games/resident-evil/ps-610,PlayStation,8.7,"Action, Adventure",N,1996
NCAA GameBreaker,/games/ncaa-gamebreaker/ps-724,PlayStation,6.8,Sports,N,1996
Project: Horned Owl,/games/project-horned-owl/ps-706,PlayStation,6,Shooter,N,1996
Frank Thomas: Big Hurt Baseball,/games/frank-thomas-big-hurt-baseball/pc-672,PC,6,Sports,N,1996
Goal Storm,/games/goal-storm/ps-150,PlayStation,7,Sports,N,1996
In the Hunt,/games/in-the-hunt/ps-70,PlayStation,3,Action,N,1996
International Track & Field,/games/international-track-field/ps-12,PlayStation,7,Sports,N,1996
Novastorm,/games/novastorm/ps-554,PlayStation,2,Shooter,N,1996
PO'ed,/games/poed/ps-2098,PlayStation,8,Action,N,1996
NBA Jam: Tournament Edition,/games/nba-jam-tournament-edition/ps-701,PlayStation,6.5,Sports,N,1996
WWF Wrestlemania: The Arcade Game,/games/wwf-wrestlemania/ps-714,PlayStation,7,Wrestling,N,1996
Williams Arcade's Greatest Hits,/games/williams-arcades-greatest-hits/ps-202,PlayStation,7,Compilation,N,1996
Tetris Plus,/games/tetris-plus/ps-725,PlayStation,6,Puzzle,N,1996
Slam 'n Jam '96: Featuring Magic and Kareem,/games/slam-n-jam-96-featuring-magic-and-kareem/ps-708,PlayStation,5,Sports,N,1996
V-Tennis,/games/v-tennis/ps-712,PlayStation,4,Sports,N,1996
Tokyo Highway Battle,/games/tokyo-highway-battle/ps-185,PlayStation,7,Racing,N,1996
Zero Divide,/games/zero-divide/ps-193,PlayStation,5,Fighting,N,1996
X-COM: UFO Defense,/games/ufo-enemy-unknown/ps-686,PlayStation,9,Strategy,Y,1996
Darkstalkers: The Night Warriors,/games/darkstalkers-the-night-warriors/ps-141,PlayStation,6.5,Fighting,N,1996
FIFA Soccer '96,/games/fifa-soccer-96/ps-542,PlayStation,7.8,Sports,N,1996
Mortal Kombat Trilogy,/games/mortal-kombat-trilogy/n64-454,Nintendo 64,4.1,Fighting,N,1996
Wave Race 64,/games/wave-race-64/n64-81,Nintendo 64,9.7,Racing,Y,1996
Battle Arena Toshinden Remix,/games/battle-arena-toshinden-remix/saturn-195,Saturn,5,Fighting,N,1996
Cruis'n USA,/games/cruisn-usa/n64-498,Nintendo 64,4,Racing,N,1996
Batman Forever: The Arcade Game,/games/batman-forever/ps-318,PlayStation,5,Action,N,1996
Pilotwings 64,/games/pilotwings-64/n64-83,Nintendo 64,8.2,Flight,N,1996
Road Rash,/games/road-rash/ps-102,PlayStation,5,"Racing, Action",N,1996
Ridge Racer [1995],/games/ridge-racer-1995/ps-173,PlayStation,7.5,Racing,N,1996
Shellshock,/games/shellshock/ps-177,PlayStation,7,Action,N,1996
SimCity 2000,/games/simcity-2000/ps-680,PlayStation,7,Strategy,N,1996
Street Fighter Alpha: Warriors' Dreams,/games/street-fighter-alpha/ps-181,PlayStation,7,Fighting,N,1996
